group,source_type,source_org,source_url,text,selection_rule_id,include,notes,n_words,temporal_urgency_count,temporal_urgency_present,temporal_urgency_density_100w,scarcity_marking_count,scarcity_marking_present,scarcity_marking_density_100w,fear_loss_framing_count,fear_loss_framing_present,fear_loss_framing_density_100w,coercive_cta_count,coercive_cta_present,coercive_cta_density_100w,authority_evoking_count,authority_evoking_present,authority_evoking_density_100w,social_proof_count,social_proof_present,social_proof_density_100w,certainty_guarantee_count,certainty_guarantee_present,certainty_guarantee_density_100w,superiority_performance_count,superiority_performance_present,superiority_performance_density_100w,transparency_supporting_count,transparency_supporting_present,transparency_supporting_density_100w,PPI_unweighted,CRI_unweighted,TSI_unweighted,PPI_100w,CRI_100w,TSI_100w
problematic,regulator,Skechers / FTC,https://www.ftc.gov/enforcement/cases-proceedings/122-3221/skechers-usa-inc,"Clinically proven toning technology. Trusted by millions. Best results, guaranteed.",RULE_001,1,,10,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0
problematic,regulator,FTC,https://www.ftc.gov/enforcement/cases-proceedings/diet-health-products,"Act now — limited time offer. Get our proven weight loss supplement free for 30 days, guaranteed.",RULE_001,1,,16,2,1,12.5,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,2,0,0,12.5,0.0,0.0
problematic,regulator,FTC / EdTech,https://www.ftc.gov/enforcement/cases-proceedings/education,"Proven to get you hired in 90 days, guaranteed. Trusted by thousands of graduates. Act now.",RULE_001,1,,16,1,1,6.25,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,1,0,0,6.25,0.0,0.0
problematic,regulator,ASA UK,https://www.asa.org.uk/rulings.html,"Free trial, no obligation. Proven results in 14 days or your money back, guaranteed.",RULE_001,1,,14,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,1,1,7.142857142857143,0,0,0.0,0,0,0.0,0,1,0,0.0,7.142857142857143,0.0
problematic,regulator,FTC,https://www.ftc.gov/enforcement/rules/rulemaking-regulatory-reform/negative-option-rule,Most effective CRM on the market. Proven results. Act now — exclusive deal expires soon.,RULE_001,1,,14,1,1,7.142857142857143,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,1,1,7.142857142857143,1,1,7.142857142857143,0,0,0.0,1,2,0,7.142857142857143,14.285714285714286,0.0
problematic,regulator,FTC,https://www.ftc.gov/business-guidance/resources/fighting-weight-loss-fraud,"Proven by science, trusted by millions. Act now and get our best exclusive pricing.",RULE_001,1,,14,1,1,7.142857142857143,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,1,0,0,7.142857142857143,0.0,0.0
problematic,regulator,FTC,https://www.ftc.gov/business-guidance/resources/fighting-weight-loss-fraud,"Free trial — no risk. Our proven system is trusted by experts, guaranteed to deliver.",RULE_001,1,,14,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0
problematic,regulator,ASA UK,https://www.asa.org.uk/rulings.html,"Guaranteed to clear acne in 7 days. Proven formula, trusted by dermatologists. Act now.",RULE_001,1,,14,1,1,7.142857142857143,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,1,0,0,7.142857142857143,0.0,0.0
problematic,regulator,Lumos Labs / FTC,https://www.ftc.gov/enforcement/cases-proceedings/152-3033/lumos-labs-inc,"Best brain training program, guaranteed to improve memory and focus. Act now, limited offer.",RULE_001,1,,14,1,1,7.142857142857143,1,1,7.142857142857143,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,2,0,0,14.285714285714286,0.0,0.0
problematic,regulator,FTC,https://www.ftc.gov/business-guidance/resources/fighting-weight-loss-fraud,"Best formula on the market. Limited offer, buy now. Money-back guarantee included.",RULE_001,1,,13,0,0,0.0,1,1,7.6923076923076925,0,0,0.0,1,1,7.6923076923076925,0,0,0.0,0,0,0.0,1,1,7.6923076923076925,0,0,0.0,0,0,0.0,2,1,0,15.384615384615385,7.6923076923076925,0.0
problematic,regulator,CFPB,https://www.consumerfinance.gov/enforcement/actions/,Act now — guaranteed loan approval. Best rates available for a limited time only.,RULE_001,1,,13,2,1,15.384615384615385,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,2,0,0,15.384615384615385,0.0,0.0
problematic,regulator,ASA UK,https://www.asa.org.uk/rulings.html,Results guaranteed. Most effective anti-aging cream proven in independent clinical trials.,RULE_001,1,,12,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,1,1,8.333333333333334,0,0,0.0,0,1,0,0.0,8.333333333333334,0.0
problematic,regulator,FTC Warning Letters,https://www.ftc.gov/system/files/documents/warning_letters/warning-letters-companies-selling-dietary-supplements.pdf,Most effective supplement formula. Guaranteed results in 30 days. Trusted by thousands.,RULE_001,1,,12,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,1,1,8.333333333333334,1,1,8.333333333333334,0,0,0.0,0,2,0,0.0,16.666666666666668,0.0
problematic,regulator,FTC,https://www.ftc.gov/enforcement/rules/rulemaking-regulatory-reform/negative-option-rule,Instant results. Guaranteed. Join the millions who trust our #1 rated product.,RULE_001,1,,12,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,1,1,8.333333333333334,0,0,0.0,0,0,0.0,0,1,0,0.0,8.333333333333334,0.0
problematic,regulator,FTC,https://www.ftc.gov/enforcement/rules/rulemaking-regulatory-reform/negative-option-rule,Instant results with our proven automation tool. Limited time offer — buy now.,RULE_001,1,,12,1,1,8.333333333333334,0,0,0.0,0,0,0.0,1,1,8.333333333333334,0,0,0.0,0,0,0.0,1,1,8.333333333333334,0,0,0.0,0,0,0.0,2,1,0,16.666666666666668,8.333333333333334,0.0
problematic,regulator,FTC,https://www.ftc.gov/enforcement/rules/rulemaking-regulatory-reform/negative-option-rule,"Success guaranteed or your money back. Proven system, trusted by experts worldwide.",RULE_001,1,,12,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,1,1,8.333333333333334,0,0,0.0,0,0,0.0,0,1,0,0.0,8.333333333333334,0.0
problematic,regulator,CFPB,https://www.consumerfinance.gov/enforcement/actions/,"Best mortgage rates, guaranteed. Limited offer — act now before rates go up.",RULE_001,1,,12,1,1,8.333333333333334,1,1,8.333333333333334,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,2,0,0,16.666666666666668,0.0,0.0
problematic,regulator,FTC / EdTech,https://www.ftc.gov/enforcement/cases-proceedings/education,"Most effective online training program. Guaranteed results. Free trial, limited spots.",RULE_001,1,,11,0,0,0.0,1,1,9.090909090909092,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,1,1,9.090909090909092,1,1,9.090909090909092,0,0,0.0,1,2,0,9.090909090909092,18.181818181818183,0.0
problematic,regulator,FTC / EdTech,https://www.ftc.gov/enforcement/cases-proceedings/education,"Act now — exclusive scholarship offer. Proven results, trusted by top employers.",RULE_001,1,,11,1,1,9.090909090909092,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,1,1,9.090909090909092,0,0,0.0,0,0,0.0,1,1,0,9.090909090909092,9.090909090909092,0.0
problematic,regulator,FTC,https://www.ftc.gov/enforcement/rules/rulemaking-regulatory-reform/negative-option-rule,"Guaranteed ROI or we refund your subscription. #1 rated platform, trusted by Fortune 500.",RULE_001,1,,14,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0
problematic,regulator,FTC,https://www.ftc.gov/enforcement/cases-proceedings/diet-health-products,Results guaranteed or your money back. Lose up to 30 lbs in 30 days with our #1 rated formula.,RULE_001,1,,19,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0
problematic,regulator,FTC Warning Letters,https://www.ftc.gov/system/files/documents/warning_letters/warning-letters-companies-selling-dietary-supplements.pdf,Act now: free trial ends tonight. Our proven formula is the best on the market.,RULE_001,1,,15,1,1,6.666666666666667,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,1,1,6.666666666666667,0,0,0.0,1,1,0,6.666666666666667,6.666666666666667,0.0
problematic,regulator,CFPB,https://www.consumerfinance.gov/enforcement/actions/,Risk-free investment guaranteed to double your returns. Exclusive offer for new clients only.,RULE_001,1,,14,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0
problematic,regulator,Skechers / FTC,https://www.ftc.gov/enforcement/cases-proceedings/122-3221/skechers-usa-inc,Proven to tone your body as you walk. Results guaranteed — or your money back.,RULE_001,1,,14,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0
problematic,regulator,FTC,https://www.ftc.gov/business-guidance/resources/fighting-weight-loss-fraud,Buy now: limited time offer on our most effective formula. #1 in customer satisfaction.,RULE_001,1,,14,1,1,7.142857142857143,0,0,0.0,0,0,0.0,1,1,7.142857142857143,0,0,0.0,0,0,0.0,0,0,0.0,1,1,7.142857142857143,0,0,0.0,2,1,0,14.285714285714286,7.142857142857143,0.0
problematic,regulator,FTC,https://www.ftc.gov/enforcement/cases-proceedings/diet-health-products,Trusted by over 1 million customers. Guaranteed results or we refund every penny.,RULE_001,1,,13,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,1,1,7.6923076923076925,1,1,7.6923076923076925,0,0,0.0,0,0,0.0,0,2,0,0.0,15.384615384615385,0.0
problematic,regulator,FTC,https://www.ftc.gov/enforcement/rules/rulemaking-regulatory-reform/negative-option-rule,"Proven to increase productivity by 40%. Buy now — limited time offer, exclusive pricing.",RULE_001,1,,13,1,1,7.6923076923076925,0,0,0.0,0,0,0.0,1,1,7.6923076923076925,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,2,0,0,15.384615384615385,0.0,0.0
problematic,regulator,FTC,https://www.ftc.gov/enforcement/cases-proceedings/weight-loss,"Limited offer: buy 2, get 1 free. Our proven system delivers instant results.",RULE_001,1,,13,0,0,0.0,1,1,7.6923076923076925,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,1,1,7.6923076923076925,0,0,0.0,0,0,0.0,1,1,0,7.6923076923076925,7.6923076923076925,0.0
problematic,regulator,ASA UK,https://www.asa.org.uk/rulings.html,Act now — exclusive limited-time pricing on our #1 proven skincare system.,RULE_001,1,,12,1,1,8.333333333333334,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,1,0,0,8.333333333333334,0.0,0.0
problematic,regulator,POM Wonderful / FTC,https://www.ftc.gov/enforcement/cases-proceedings/082-3122/pom-wonderful-llc,Results proven in 34 clinical studies. Trusted by doctors nationwide. Buy now.,RULE_001,1,,12,0,0,0.0,0,0,0.0,0,0,0.0,1,1,8.333333333333334,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,1,0,0,8.333333333333334,0.0,0.0
problematic,regulator,FTC,https://www.ftc.gov/enforcement/cases-proceedings/diet-health-products,Exclusive limited-time deal: our best-selling supplement at 60% off. Act now before it's gone.,RULE_001,1,,17,1,1,5.882352941176471,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,1,0,0,5.882352941176471,0.0,0.0
problematic,regulator,Lumos Labs / FTC,https://www.ftc.gov/enforcement/cases-proceedings/152-3033/lumos-labs-inc,Proven to make you smarter. Trusted by over 85 million users. Start your free trial now.,RULE_001,1,,16,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,1,1,6.25,0,0,0.0,0,0,0.0,0,0,0.0,0,1,0,0.0,6.25,0.0
problematic,regulator,FTC,https://www.ftc.gov/enforcement/cases-proceedings/diet-health-products,Clinically proven to burn fat fast. Limited offer — buy now and get a second bottle free.,RULE_001,1,,16,0,0,0.0,1,1,6.25,0,0,0.0,1,1,6.25,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,2,0,0,12.5,0.0,0.0
problematic,regulator,FTC,https://www.ftc.gov/enforcement/rules/rulemaking-regulatory-reform/negative-option-rule,Act now — this exclusive offer won't last. Get instant access to our best-selling program.,RULE_001,1,,16,1,1,6.25,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,1,0,0,6.25,0.0,0.0
problematic,regulator,FTC,https://www.ftc.gov/enforcement/cases-proceedings/weight-loss,Start your free trial today. No risk. Cancel anytime. Proven results in just 14 days.,RULE_001,1,,15,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,1,1,6.666666666666667,0,0,0.0,0,0,0.0,0,1,0,0.0,6.666666666666667,0.0
problematic,regulator,FTC,https://www.ftc.gov/enforcement/rules/rulemaking-regulatory-reform/negative-option-rule,Free trial — try risk-free for 60 days. Most effective formula we've ever made.,RULE_001,1,,15,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,1,1,6.666666666666667,0,0,0.0,0,1,0,0.0,6.666666666666667,0.0
reference,advertiser,Microsoft Support,https://support.microsoft.com/en-us/windows/stay-protected-with-windows-security-2ae0363d-0ada-c064-8b56-6a39afb6a963,Find out how to configure Windows Defender and manage your device security settings.,RULE_002,1,,13,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0
reference,advertiser,Microsoft Support,https://support.microsoft.com/en-us/windows/change-display-settings-in-windows-1d2d4c1e-bfcd-4b40-9571-970e2e4d9cc4,Find out how to change display settings and manage multiple monitors in Windows.,RULE_002,1,,13,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0
reference,advertiser,Apple Support,https://support.apple.com/en-us/HT202655,This guide explains how to configure your iPhone settings for accessibility features.,RULE_002,1,,12,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0
reference,advertiser,Microsoft Support,https://support.microsoft.com/en-us/windows/fix-wi-fi-connection-issues-in-windows-9424a1f7-6a3b-65a6-4d78-7f07eee84d2c,This guide explains how to configure your network and fix internet connectivity issues on Windows.,RULE_002,1,,15,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0
reference,advertiser,Google Support,https://support.google.com/accounts/answer/32046,"Learn how to manage your Google account settings, including privacy and security options.",RULE_002,1,,13,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0
reference,advertiser,Google Support,https://support.google.com/youtube/answer/2897585,This guide explains how to manage your YouTube account settings and privacy options.,RULE_002,1,,13,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0
reference,advertiser,Microsoft Support,https://support.microsoft.com/en-us/account-billing/change-your-microsoft-account-password-fdde885b-86da-2965-69fd-4871309ef1f1,"Learn how to manage your Microsoft account, including how to change your password.",RULE_002,1,,13,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0
reference,watchdog,FTC Consumer,https://consumer.ftc.gov/articles/how-protect-your-privacy-online,Learn how to protect your personal information online and manage your privacy settings.,RULE_002,1,,13,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0
reference,advertiser,Microsoft Support,https://support.microsoft.com/en-us/windows/windows-update-faq-8a903416-6f45-0718-f5c7-375e92dddeb2,Learn how to troubleshoot Windows Update errors and fix common installation problems.,RULE_002,1,,12,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0
reference,advertiser,Apple Support,https://support.apple.com/en-us/HT204204,Learn how to update your iPhone to the latest version of iOS using Settings or your computer.,RULE_002,1,,17,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0
reference,advertiser,Apple Support,https://support.apple.com/en-us/HT204106,"If your iPhone won't turn on or is frozen, learn how to fix common startup issues.",RULE_002,1,,17,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0
reference,advertiser,Apple Support,https://support.apple.com/en-us/HT204247,"Find out how to manage your iCloud storage, and learn how to free up space.",RULE_002,1,,15,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0
reference,advertiser,Microsoft Support,https://support.microsoft.com/en-us/windows/run-the-troubleshooter-90b76e37-1d41-4279-9c12-e3ffffd1b8e7,This article explains how to use the Windows troubleshooter to fix common system issues.,RULE_002,1,,14,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0
reference,advertiser,Apple Support,https://support.apple.com/en-us/HT202222,Find out how to troubleshoot Wi-Fi connectivity issues on your iPhone or iPad.,RULE_002,1,,14,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0
reference,advertiser,Apple Support,https://support.apple.com/en-us/HT201355,Learn how to change your Apple ID password and keep your account secure.,RULE_002,1,,13,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0
reference,advertiser,Google Support,https://support.google.com/accounts/answer/41078,Find out how to change your Google account password and secure your account.,RULE_002,1,,13,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0
reference,advertiser,Microsoft Support,https://support.microsoft.com/en-us/office/troubleshoot-office-installation-35ff08c8-acd8-4a5f-9251-4f6428b61b8c,This guide helps you fix common problems with Microsoft Office apps on Windows.,RULE_002,1,,13,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0
reference,advertiser,Google Support,https://support.google.com/accounts/troubleshooter/2402620,This guide helps you troubleshoot sign-in issues with your Google account.,RULE_002,1,,12,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0
reference,advertiser,Microsoft Support,https://support.microsoft.com/en-us/windows/accessibility-features-in-windows-9584b81c-d7a9-463d-b79c-8d7d9e05a517,"Learn how to use accessibility features in Windows, including Narrator and Magnifier.",RULE_002,1,,12,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0
reference,advertiser,Google Support,https://support.google.com/accounts/answer/185839,Learn how to configure two-factor authentication for your Google account.,RULE_002,1,,11,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0
reference,advertiser,Apple Support,https://support.apple.com/en-us/HT208108,Learn how to set up Face ID or Touch ID on your iPhone to keep your data secure.,RULE_002,1,,18,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0
